name,wikiID,alt,city,midpointX,midpointY,,Y+X
必坦溪,,,台中市和平區,,,,","
打巴溪,#N/A,,花蓮縣,,,,","
打比厝溪,,,苗栗縣,120.968,24.4637,,"24.4637,120.968"
打比厝溪,,,,,,,","
打狗溪,,,宜蘭縣,121.736,24.5794,,"24.5794,121.736"
打狗溪,Q32715331,,宜蘭縣,,,,","
打狗溪,,,宜蘭,,,,","
打架埤,,,桃園市,121.173,25.0524,,"25.0524,121.173"
打馬溝溪,Q64358791,,苗栗縣,,,,","
打鹿坑,,,苗栗縣,120.855,24.4763,,"24.4763,120.855"
打落馬溪,,,花蓮縣,121.41,23.5093,,"23.5093,121.41"
打落馬溪,,,,,,,","
打廓溪,,,高雄市,120.424,22.8833,,"22.8833,120.424"
打鐡坑溪,,,,,,,","
打鐵坑,,,苗栗縣,120.842,24.3176,,"24.3176,120.842"
打鐵坑,,,臺中市,120.842,24.3176,,"24.3176,120.842"
打鐵坑溪,,,苗栗縣,120.739,24.5539,,"24.5539,120.739"
打鐵坑溪,,,高雄市,120.739,24.5539,,"24.5539,120.739"
打鐵坑溪,,,桃園市,120.739,24.5539,,"24.5539,120.739"
末尾坑,,,宜蘭縣,121.946,24.8462,,"24.8462,121.946"
本部溪,,,,,,,","
本館埤,,,高雄市,120.323,22.6587,,"22.6587,120.323"
本館排水溝,,,高雄市,120.333,22.651,,"22.651,120.333"
民和水圳,,,南投縣,120.939,23.7959,,"23.7959,120.939"
民治溪,,,屏東縣,120.525,22.5452,,"22.5452,120.525"
永安漁港,,,桃園市,121.013,24.9892,,"24.9892,121.013"
永和山水庫,,,苗栗縣,120.923,24.6537,,"24.6537,120.923"
永定溪,,,新北市,121.686,25.0252,,"25.0252,121.686"
永定溪,#N/A,,新北市,,,,","
永豐圳,,,新北市,121.516,24.9676,,"24.9676,121.516"
汀埔圳,,,新竹市,120.954,24.792,,"24.792,120.954"
玄武湖,,,桃園市,121.191,24.971,,"24.971,121.191"
玉水溪,,,臺東縣,121.4,23.1699,,"23.1699,121.4"
玉峰溪,Q10566543,馬里闊丸溪,桃園市,,,,","
玉桂坑,,,南投縣,120.843,24.0041,,"24.0041,120.843"
玉崙溪,,地利溪,南投縣,120.936,23.7918,,"23.7918,120.936"
玉崙溪,,地利溪,,120.939,23.8403,,"23.8403,120.939"
玉穗溪,,,,,,,","
瓦崗溪,,,臺東縣,121.065,22.9027,,"22.9027,121.065"
瓦黑爾溪,,,花蓮縣,121.417,24.232,,"24.232,121.417"
瓦嘟嘟那溪,,,嘉義縣,,,,","
瓦瑤溪,,水尾溪,,120.639,24.3326,,"24.3326,120.639"
瓦瑤溪,,水尾溪,臺中市,120.615,24.3433,,"24.3433,120.615"
瓦磘溝,,"瓦磘溪,瓦嗂溝,瓦窯溝,瓦瑤溝,二八張溝",新北市,,,,","
瓦窯埤,,,臺南市,120.335,23.2245,,"23.2245,120.335"
瓦窯埤,,,桃園市,121.26,25.0537,,"25.0537,121.26"
瓦窯溪,,,桃園市,121.289,25.0606,,"25.0606,121.289"
瓦魯斯溪,,,屏東縣,120.675,22.5661,,"22.5661,120.675"
瓦魯斯溪,,,,,,,","
甘井坑,,,彰化縣,120.609,23.9794,,"23.9794,120.609"
甘蔗埤,,,桃園市,121.173,25.0483,,"25.0483,121.173"
生毛樹索溪,,,嘉義縣,120.647,23.5746,,"23.5746,120.647"
生明圳,,,臺中市,120.791,24.3137,,"24.3137,120.791"
田子墘溝,,,高雄市,120.419,22.91,,"22.91,120.419"
田心子溪,,,桃園市,121.181,25.0702,,"25.0702,121.181"
田仔坑,,,彰化縣,120.589,24.0569,,"24.0569,120.589"
田古爾溪,,天狗溪,宜蘭縣大同鄉,,,,","
田尾坑,,,南投縣,120.789,24.0093,,"24.0093,120.789"
田新二圳,,,新竹縣,121.075,24.8236,,"24.8236,121.075"
田寮河,,,新北市,121.798,25.1143,,"25.1143,121.798"
田寮河,,,基隆市,121.744,25.1309,,"25.1309,121.744"
田寮埤,,,桃園市,121.193,25.0591,,"25.0591,121.193"
田寮溪,,,高雄市,120.408,22.8329,,"22.8329,120.408"
田螺溪,,,南投縣,120.918,23.896,,"23.896,120.918"
由旦溪,,,臺東縣,121.262,22.9938,,"22.9938,121.262"
甲九圳,,,桃園市,121.311,24.9266,,"24.9266,121.311"
甲九圳,,,新北市,121.311,24.9266,,"24.9266,121.311"
白不仔溪,,,南投縣,120.815,23.6826,,"23.6826,120.815"
白不仔溪,,,,,,,","
白水溪,,,嘉義縣,120.523,23.3381,,"23.3381,120.523"
白水溪,Q32429486,,臺南市,,,,","
白水溪,,,臺南市,,,,","
白石溪,,,新竹縣,121.252,24.6073,,"24.6073,121.252"
白石溪,Q17059788,薩克亞金溪,新竹縣,,,,","
白石溪,,,,,,,","
白米河,,,宜蘭縣,121.854,24.5946,,"24.5946,121.854"
白米溪,Q32428891,白米河,宜蘭縣,,,,","
白米溪,,,,,,,","
白冷圳,,,臺中市,120.863,24.1542,,"24.1542,120.863"
白沙屯漁港,,,苗栗縣,120.706,24.5709,,"24.5709,120.706"
白沙彌溪,,,屏東縣,120.803,21.996,,"21.996,120.803"
白沙彌溪,Q32429428,,屏東縣,,,,","
白沙彌溪,,,,,,,","
白河水庫,,,臺南市,120.482,23.362,,"23.362,120.482"
白葉坑圳,,,南投縣,120.958,23.9388,,"23.9388,120.958"
白墓坑,,,臺南市,120.386,23.1957,,"23.1957,120.386"
白樹腳溪,,,嘉義縣,120.572,23.5303,,"23.5303,120.572"
白樹腳溪,Q32429498,,嘉義縣,,,,","
白樹腳溪,,,嘉義,,,,","
白鮑溪,,,花蓮縣,121.461,23.8702,,"23.8702,121.461"
白鮑溪,,,,,,,","
白龍溪,,,金門縣,,,,","
白嶺溪,,,宜蘭縣,121.505,24.4953,,"24.4953,121.505"
白蘭溪,,,新竹縣,121.104,24.5847,,"24.5847,121.104"
石子坑溪,,,雲林縣,120.58,23.6921,,"23.6921,120.58"
石子坑溪,#N/A,,雲林縣,,,,","
石子坑溪,,石仔坑溪,雲林縣斗六市重光里,,,,","
石子溪,,,新竹縣,121.03,24.6392,,"24.6392,121.03"
石山圳,Q18657626,石山溪,臺東縣,,,,","
石山溝,,,高雄市,120.419,22.899,,"22.899,120.419"
石井溪,,,新竹縣,121.005,24.7022,,"24.7022,121.005"
石公溪,,,花蓮縣,121.337,23.3352,,"23.3352,121.337"
石公溪,Q17041113,,花蓮縣,,,,","
石公溪,,,,,,,","
石牛溝,,,高雄市,120.39,22.9143,,"22.9143,120.39"
石牛溪,,,屏東縣,120.785,21.958,,"21.958,120.785"
石牛溪,,,雲林縣,120.46,23.6927,,"23.6927,120.46"
石牛溪,#N/A,,雲林縣,,,,","
石牛溪,,,雲林,,,,","
石牛溪,,,屏東縣恆春鎮,,,,","
石平溪,,,花蓮縣,121.214,23.1842,,"23.1842,121.214"
石平溪,,,花蓮縣卓溪鄉,,,,","
石灰水坑,,,臺中市,120.802,24.1,,"24.1,120.802"
石灰坑,,,南投縣,121.157,23.9629,,"23.9629,121.157"
石灰坑溪,,,奧萬大,,,,","
石坑,,,苗栗縣,120.806,24.43,,"24.43,120.806"
石坑子,,,苗栗縣,120.861,24.5257,,"24.5257,120.861"
石坑溪,,,臺東縣,121.438,23.303,,"23.303,121.438"
石坑溪,,,王田,,,,","
石秀灣,,,桃園市,121.277,24.8034,,"24.8034,121.277"
石角溪,,,臺中市,120.845,24.2443,,"24.2443,120.845"
石角溪,,,臺北市,,,,","
石門圳,,,新竹縣,121.198,24.7614,,"24.7614,121.198"
石門坑溪,,,新北市,,,,","
石門溪,,,臺東縣,121.404,23.2797,,"23.2797,121.404"
石門溪,,,新北市,121.571,25.2768,,"25.2768,121.571"
石門溪,Q16929153,,新北市,,,,","
石門溪,,,宜蘭縣,,,,","
石厝坑溪,#N/A,,基隆市,,,,","
石厝坑溪,,,基隆,,,,","
石厝埤,,,桃園市,121.154,25.0345,,"25.0345,121.154"
石厝溝,,,花蓮縣,121.278,23.1427,,"23.1427,121.278"
石哢溪,,,嘉義縣,120.522,23.4163,,"23.4163,120.522"
石哢溪,#N/A,,嘉義縣,,,,","
石挾坑,,,臺南市,120.382,23.2008,,"23.2008,120.382"
石曹溪,,,新北市,120.408,22.9647,,"22.9647,120.408"
石曹溪,,,臺南市,120.408,22.9647,,"22.9647,120.408"
石梯港溪,,,花蓮縣,121.49,23.493,,"23.493,121.49"
石傘澳,,,臺東縣,121.403,23.1764,,"23.1764,121.403"
石圍牆圳,,,臺中市,120.786,24.2861,,"24.2861,120.786"
石牌坑,,,彰化縣,120.596,24.0525,,"24.0525,120.596"
石硦溪,,,嘉義縣,,,,","
石雅溪,,,臺南市,120.489,23.3041,,"23.3041,120.489"
石雅溪,,,台南白河區,,,,","
石楠溪,,,屏東縣,120.637,22.4211,,"22.4211,120.637"
石硿子溪,,,新北市,121.652,24.9196,,"24.9196,121.652"
石碇溪,,,新北市,121.648,24.9642,,"24.9642,121.648"
石腳桶溪,,,臺南市,120.574,23.145,,"23.145,120.574"
石鼓盤溪,,,雲林縣,120.771,23.5754,,"23.5754,120.771"
石鼓盤溪,,,嘉義縣,120.752,23.6027,,"23.6027,120.752"
石鼓盤溪,,,嘉義縣阿里山鄉,,,,","
石寧埔溪,,,臺東縣,121.4,23.2416,,"23.2416,121.4"
石榴班溪,,,雲林縣,120.572,23.7253,,"23.7253,120.572"
石榴班溪,#N/A,,雲林縣,,,,","
石榴班溪,,,雲林,,,,","
石盤溪,,,南投縣,120.792,23.756,,"23.756,120.792"
石盤溪,Q17038898,,屏東縣,,,,","
石盤溪,,,,,,,","
石磊溪,,,新竹縣,121.334,24.6403,,"24.6403,121.334"
石壁坑,,,臺北市,121.585,25.0047,,"25.0047,121.585"
石壁坑圳,,,臺中市,120.784,24.3167,,"24.3167,120.784"
石壁溪,,,宜蘭縣,121.87,24.9225,,"24.9225,121.87"
石壁潭新圳,,,新竹縣,121.114,24.7586,,"24.7586,121.114"
石頭公二坑,,,彰化縣,120.621,23.9093,,"23.9093,120.621"
石頭公三坑,,,彰化縣,120.611,23.9124,,"23.9124,120.611"
石頭公四坑,,,彰化縣,120.623,23.9179,,"23.9179,120.623"
石頭坑,,,臺中市,121.088,24.8009,,"24.8009,121.088"
石頭坑,,,新竹縣,121.075,24.8181,,"24.8181,121.075"
石頭溪,,,宜蘭縣,120.698,24.3982,,"24.3982,120.698"
石頭溪,,,苗栗縣,120.687,24.4092,,"24.4092,120.687"
石頭溪,,,宜蘭,,,,","
石龜溪,#N/A,,嘉義縣,,,,","
石龜溪,,,嘉義或雲林(界河),,,,","
石燭坑溪,,,宜蘭縣,121.788,24.8895,,"24.8895,121.788"
石觀音坑,,,苗栗縣,120.878,24.5283,,"24.5283,120.878"
立霧溪,,達梓里溪,,121.539,24.18,,"24.18,121.539"
立霧溪,,達基利溪,,121.598,24.1834,,"24.1834,121.598"
立霧溪,,塔次基里溪,,121.348,24.1947,,"24.1947,121.348"
立霧溪,Q11598263,,花蓮縣,,,,","
立霧溪,,,,,,,","
立霧溪(塔次基里溪),,,花蓮縣,121.348,24.1947,,"24.1947,121.348"
立霧溪(達基利溪),,,花蓮縣,121.586,24.1735,,"24.1735,121.586"
立霧溪(達梓里溪),,,花蓮縣,121.539,24.18,,"24.18,121.539"
龙头溪,,,,,,,","
仲岳溪,,,宜蘭縣,121.738,24.4172,,"24.4172,121.738"
伊卡丸溪,,,,,,,","
伊霍霍爾溪,,,花蓮縣,121.138,23.3498,,"23.3498,121.138"
休督溪,,,,,,,","
光明碼頭,,,新北市,121.674,25.203,,"25.203,121.674"
光復圳角池支線,,,南投縣,120.94,23.8811,,"23.8811,120.94"
光復溪,,,花蓮縣,121.324,23.6259,,"23.6259,121.324"
光復溪,#N/A,,花蓮縣,,,,","
光復溪,,,,,,,","
光華坑,,,桃園市,121.348,25.0177,,"25.0177,121.348"
光華坑溪,,,桃園市龜山區,,,,","
危頭坑,,,,,,,","
合坑溪,,,南投縣,120.891,23.9002,,"23.9002,120.891"
合流溪,,,宜蘭縣,121.676,24.4193,,"24.4193,121.676"
合歡溪,,,臺中市,121.264,24.1634,,"24.1634,121.264"
合歡溪,,,南投縣,121.261,24.2315,,"24.2315,121.261"
合歡溪,,,,,,,","
吉田溪,,,高雄市,120.721,22.9734,,"22.9734,120.721"
吉安溪,,七腳川溪,,121.607,23.9685,,"23.9685,121.607"
吉安溪,Q10917085,,花蓮縣,,,,","
吉安溪,,,,,,,","
吉安溪(七腳川溪),,,花蓮縣,121.557,23.9869,,"23.9869,121.557"
吉洋溪,,,屏東縣,120.492,22.837,,"22.837,120.492"
吉洋溪,,,高雄市,120.507,22.8421,,"22.8421,120.507"
吊狗坑,,,臺南市,120.392,23.2014,,"23.2014,120.392"
吊倫溪,,,,,,,","
吊崙坑,,,南投縣,120.687,23.6748,,"23.6748,120.687"
吊橋坑,,,嘉義縣,120.562,23.3313,,"23.3313,120.562"
向天池,,,桃園市,121.253,24.9216,,"24.9216,121.253"
在來溪谷,,,嘉義縣,120.466,23.4319,,"23.4319,120.466"
地那巴蘭溪,,,臺東縣,120.89,22.5661,,"22.5661,120.89"
圳寮坑,,,臺中市,120.773,24.2886,,"24.2886,120.773"
圳頭坑,,,臺南市,120.554,23.088,,"23.088,120.554"
圳頭坑溪,,,雲林縣,120.592,23.6887,,"23.6887,120.592"
圳頭坑溪,,,宜蘭縣,121.836,24.5555,,"24.5555,121.836"
圳頭坑溪,,,雲林縣新庄村,,,,","
圳頭溪,,,苗栗縣,120.689,24.4933,,"24.4933,120.689"
多利溪,,,臺東縣,120.952,22.6097,,"22.6097,120.952"
多望溪,,土場溪,,121.505,24.5541,,"24.5541,121.505"
多望溪,,土場溪,宜蘭縣大同鄉,,,,","
好收圳幹線,,,嘉義縣,120.499,23.5603,,"23.5603,120.499"
好茶溪,,,屏東縣,120.704,22.7141,,"22.7141,120.704"
好蘭溪,,,南投縣,120.941,23.8274,,"23.8274,120.941"
宅後溝,,,嘉義縣,120.533,23.4248,,"23.4248,120.533"
宇內溪,,,桃園市,121.396,24.7902,,"24.7902,121.396"
宇內溪,,,,,,,","
安平坑,,,宜蘭縣,121.773,24.6088,,"24.6088,121.773"
安平坑溪,,,,,,,","
安平港,,,臺南市,120.153,22.9917,,"22.9917,120.153"
安平新港,,,臺南市,120.16,22.9674,,"22.9674,120.16"
安生魚池,,,花蓮縣,121.392,23.4878,,"23.4878,121.392"
安坑溪,,,,,,,","
安良港(迴轉池),,,臺中市,120.5,24.2369,,"24.2369,120.5"
安來溪,,,花蓮縣,121.316,23.8793,,"23.8793,121.316"
安來溪,,,,,,,","
安坡溪,,,屏東縣,120.619,22.7906,,"22.7906,120.619"
安坡溪,,,,,,,","
安夜西溪,,,花蓮縣,121.401,23.5235,,"23.5235,121.401"
安夜西溪,,,,,,,","
安朔溪,,,臺東縣,120.853,22.2901,,"22.2901,120.853"
安朔溪,Q10946883,,臺東縣,,,,","
安朔溪,,,,,,,","
安朔溪支流,,,臺東縣,120.82,22.3058,,"22.3058,120.82"
安泰溪,#N/A,,臺北市,,,,","
安通溪,,,花蓮縣,121.333,23.2984,,"23.2984,121.333"
安通溪,Q32231158,,花蓮縣,,,,","
安通溪,,,,,,,","
安富水庫,,,花蓮縣,121.466,23.6574,,"23.6574,121.466"
安農溪,,,,121.639,24.6623,,"24.6623,121.639"
安農溪,,,宜蘭縣,121.639,24.6623,,"24.6623,121.639"
安農溪,Q17164613,,宜蘭縣,,,,","
安農溪,,,宜蘭,,,,","
安農溪支流,,,宜蘭縣,121.739,24.6923,,"24.6923,121.739"
安達溪,,,,,,,","
尖刀尾溪,,,屏東縣,120.62,22.5039,,"22.5039,120.62"
尖子鹿溪,,,新北市,,,,","
尖山下圳,,,苗栗縣,120.918,24.6752,,"24.6752,120.918"
尖山坑溪,,,南投縣,120.631,23.6226,,"23.6226,120.631"
尖山坑溪,,,雲林縣,,,,","
尖山埤水庫,,,臺南市,120.394,23.2594,,"23.2594,120.394"
尖山湖小坑溪,,,新北市,121.566,25.2286,,"25.2286,121.566"
尖山溪,,,嘉義縣,120.51,23.4096,,"23.4096,120.51"
尖山腳溪,Q11038144,,新北市,,,,","
尖山腳溪,,,,,,,","
尖仔坑溪,,,臺南市,120.487,23.3122,,"23.3122,120.487"
成功湖,,,新竹市,120.995,24.7934,,"24.7934,120.995"
成功澳,,,臺東縣,121.403,23.158,,"23.158,121.403"
成渠一圳,,,新北市,121.531,25.2625,,"25.2625,121.531"
成德圳一線,,,屏東縣,120.589,22.6062,,"22.6062,120.589"
成德圳二線,,,屏東縣,120.589,22.6083,,"22.6083,120.589"
成德圳五線,,,屏東縣,120.605,22.6186,,"22.6186,120.605"
成德圳六線,,,屏東縣,120.6,22.6125,,"22.6125,120.6"
托竹路坑,,,屏東縣,120.713,22.0057,,"22.0057,120.713"
托亞奇伊溪,,,高雄市,120.684,23.2797,,"23.2797,120.684"
托博闊溪,,,花蓮縣,121.383,24.1125,,"24.1125,121.383"
旭海溪,,,屏東縣,120.86,22.1916,,"22.1916,120.86"
旭海溪,Q34946626,牡丹溪,屏東縣,,,,","
旭海溪,,,,,,,","
有水坑,,,彰化縣,120.63,23.8156,,"23.8156,120.63"
有勝溪,,,臺中市,121.349,24.3686,,"24.3686,121.349"
有勝溪,,,,,,,","
有應公坑,,,彰化縣,120.573,24.0329,,"24.0329,120.573"
朴子溪,,,嘉義縣,120.223,23.4781,,"23.4781,120.223"
朴子溪,Q11094995,,嘉義縣,,,,","
朴子溪,,,,,,,","
次考干溪,,,,121.536,24.4249,,"24.4249,121.536"
次考干溪,,,宜蘭縣,121.536,24.4249,,"24.4249,121.536"
次高溪,,,苗栗縣,121.123,24.4263,,"24.4263,121.123"
次高溪,,,苗栗,,,,","
次高溪北源,,,苗栗縣,121.231,24.4497,,"24.4497,121.231"
死湖,,,宜蘭縣,121.746,24.3781,,"24.3781,121.746"
汕尾漁港,,,高雄市,120.415,22.4788,,"22.4788,120.415"
汝仍溪,,,屏東,,,,","
江某溪,,,嘉義縣,120.636,23.4542,,"23.4542,120.636"
江森溝,,,高雄市,120.39,22.9211,,"22.9211,120.39"
江森溝,,,臺南市,120.39,22.9211,,"22.9211,120.39"
池有溪,,,,,,,","
灰瑤子溪,,,新北市,121.462,25.2248,,"25.2248,121.462"
灰寮溪,,,苗栗縣,120.876,24.6801,,"24.6801,120.876"
灰窯溪,,,新北市,121.762,25.0333,,"25.0333,121.762"
百字坑溪,,,高雄市,120.521,23.0128,,"23.0128,120.521"
百字坑溪,,,,,,,","
竹子坑,,,臺南市,120.373,23.2087,,"23.2087,120.373"
竹子坑,,,臺中市,120.782,24.0639,,"24.0639,120.782"
竹子門溝,,,高雄市,120.545,22.891,,"22.891,120.545"
竹子腳坑,,,南投縣,120.845,23.7629,,"23.7629,120.845"
竹仔坑,,,彰化縣,120.615,23.9653,,"23.9653,120.615"
竹仔坑溪,,,嘉義縣,120.649,23.5587,,"23.5587,120.649"
竹仔溝,,,花蓮縣,121.342,23.2381,,"23.2381,121.342"
竹安溪,,,宜蘭縣,,,,","
竹坑,,,嘉義縣,120.561,23.2993,,"23.2993,120.561"
竹坑,,,南投縣,120.848,24.0345,,"24.0345,120.848"
竹坑北坑,,,臺中市,120.548,24.1801,,"24.1801,120.548"
竹坑溪,,,屏東縣,120.699,22.1425,,"22.1425,120.699"
竹坑溪,,,南投縣,120.773,23.9211,,"23.9211,120.773"
竹坑溪,,,臺南市,121.431,24.903,,"24.903,121.431"
竹坑溪,,,新北市,121.431,24.903,,"24.903,121.431"
竹坑溪,#N/A,,新北市,,,,","
竹坑溪,,,三峽區竹崙里,,,,","
竹坑溪,,,,,,,","
竹東北圳,,,新竹縣,121.031,24.774,,"24.774,121.031"
竹東圳,,,新竹縣,121.044,24.7654,,"24.7654,121.044"
竹東圳支線,,,新竹縣,121.045,24.7674,,"24.7674,121.045"
竹東南圳,,,新竹縣,121.041,24.7701,,"24.7701,121.041"
竹林坑排水,,,彰化縣,120.605,24.0132,,"24.0132,120.605"
竹林南溪,,,臺中市,120.598,24.2373,,"24.2373,120.598"
竹林埤,,,彰化縣,120.63,24.0195,,"24.0195,120.63"
竹社溪,,,屏東縣,120.771,22.0832,,"22.0832,120.771"
竹社溪,#N/A,,屏東縣,,,,","
竹社溪,,,屏東,,,,","
竹竿埤,,,桃園市,121.224,25.037,,"25.037,121.224"
竹崙溪,,,新北市,121.436,24.932,,"24.932,121.436"
竹崙溪,#N/A,,新北市,,,,","
竹圍子上圳,,,新北市,121.481,25.1929,,"25.1929,121.481"
竹圍圳,,,苗栗縣,120.775,24.442,,"24.442,120.775"
竹圍埤東溪,,,屏東縣,120.503,22.618,,"22.618,120.503"
竹圍溪,,,臺南市,120.49,23.1346,,"23.1346,120.49"
竹圍漁港,,,桃園市,121.241,25.1182,,"25.1182,121.241"
竹湖,,,新竹市,121,24.7883,,"24.7883,121"
竹湖坑,,,臺南市,120.41,23.2095,,"23.2095,120.41"
竹湖溪,,,臺東縣,120.443,23.1491,,"23.1491,120.443"
竹湖溪,,,臺南市,120.443,23.1491,,"23.1491,120.443"
竹湖溪,Q17031303,,臺東縣,,,,","
竹湖溪,,,,,,,","
竹溪,,台南東幹線排水溝,臺南市,,,,","
竹溪,,,臺南市,,,,","
竹腳溪,,,高雄市,120.629,23.042,,"23.042,120.629"
竹窩溪,,,臺北市,121.57,25.1605,,"25.1605,121.57"
竹蒿,,,桃園市,121.131,25.0269,,"25.0269,121.131"
竹篙坑,,,臺中市,120.763,24.0157,,"24.0157,120.763"
竹興坑排水,,,臺中市,120.624,24.0306,,"24.0306,120.624"
竹興坑排水,,,彰化縣,120.624,24.0306,,"24.0306,120.624"
竹興坑溪,,,彰化,,,,","
米米拉喜溪,,,臺中市,121.38,24.3079,,"24.3079,121.38"
米亞丸溪,,,花蓮縣,,,,","
米亞桑溪,,,花蓮縣,121.103,23.4165,,"23.4165,121.103"
米粉寮溪,,,臺中市,120.592,24.2788,,"24.2788,120.592"
米粉寮溪,,,,,,,","
米粉寮溪第一支線,,,臺中市,120.584,24.2715,,"24.2715,120.584"
米摩登溪,,,宜蘭縣,121.374,24.4272,,"24.4272,121.374"
米磨登溪,,,宜蘭,,,,","
米籠坑,,,南投縣,120.841,23.7719,,"23.7719,120.841"
羊稠坑溪,,,桃園市,121.296,25.0498,,"25.0498,121.296"
羊寮溪,,,新竹縣,121.002,24.9401,,"24.9401,121.002"
羊寮溪,,,桃園市,121.002,24.9401,,"24.9401,121.002"
羊寮溪,Q17033984,福興溪,桃園市,,,,","
羊寮溪,,,,,,,","
老人北溪,,,,120.705,23.1981,,"23.1981,120.705"
老人北溪,,,高雄市,120.705,23.1981,,"23.1981,120.705"
老人南溪,,,,120.692,23.2057,,"23.2057,120.692"
老人南溪,,,高雄市,120.692,23.2057,,"23.2057,120.692"
老人南溪,,,高雄市那瑪夏區,,,,","
老人溪,,,高雄市那瑪夏區,,,,","
老田寮溪,,,,120.861,24.5771,,"24.5771,120.861"
老田寮溪,,,苗栗縣,120.861,24.5771,,"24.5771,120.861"
老田寮溪,Q15927554,,苗栗縣,,,,","
老田寮溪,,,苗栗,,,,","
老庄溪,,,苗栗,,,,","
老西溪,,,花蓮縣,121.571,24.2325,,"24.2325,121.571"
老佛溪,#N/A,,屏東縣,,,,","
老坑溪,,,桃園市,121.16,24.8842,,"24.8842,121.16"
老坑溪,,,,,,,","
老社寮圳,,,新竹縣,121.17,24.7707,,"24.7707,121.17"
老泉溪,#N/A,,臺北市,,,,","
老埤,,,桃園市,121.237,25.0367,,"25.0367,121.237"
老梅溪,Q16929211,,新北市,,,,","
老梅溪,,,新北市,,,,","
老莊溪,,,苗栗縣,120.817,24.3273,,"24.3273,120.817"
老街溪,,,桃園市,121.181,25.089,,"25.089,121.181"
老街溪,Q15913942,,桃園市,,,,","
老街溪,,,,,,,","
老碑圳,,,屏東縣,120.574,22.5759,,"22.5759,120.574"
老雞隆溪,,,苗栗,,,,","
老藤湖坑,,,臺南市,120.601,23.206,,"23.206,120.601"
耳無溪,,,臺中市,121.346,24.2817,,"24.2817,121.346"
耳無溪,,,,,,,","
行健溪,,,宜蘭縣,121.7,24.6774,,"24.6774,121.7"
行健溪,,,,,,,","
西公林溝,,,臺南市,120.36,22.9232,,"22.9232,120.36"
西布喬溪,,,,,,,","
西瓦少溪,,,,,,,","
西坑,,,新竹縣,121.114,24.7868,,"24.7868,121.114"
西坑溪,,,新力里,,,,","
西坑溪,,,金門縣,,,,","
西定河,,,基隆市,121.717,25.1511,,"25.1511,121.717"
西定河,,,,,,,","
西都驕溪,,,屏東縣,120.725,22.2868,,"22.2868,120.725"
西都驕溪支流,,,屏東縣,120.733,22.3203,,"22.3203,120.733"
西都驕溪支線,,,屏東縣,120.776,22.2743,,"22.2743,120.776"
西喀拉溪,,,,,,,","
西港坑,,,臺南市,120.423,23.2226,,"23.2226,120.423"
西湖溪,,,苗栗縣,120.751,24.5816,,"24.5816,120.751"
西湖溪,Q15921248,,苗栗縣,,,,","
西湖溪,,,,,,,","
西湖溪支流,,,苗栗縣,120.772,24.399,,"24.399,120.772"
西勢水庫(自來水公司,,,基隆市,121.735,25.0853,,"25.0853,121.735"
西勢坑,,,高雄市,120.614,22.9011,,"22.9011,120.614"
西勢坑,,,,,,,","
西勢溪,,,新北市,121.616,25.2406,,"25.2406,121.616"
西溪,,,,,,,","
伯公坑溪,,,高雄市,120.577,22.9292,,"22.9292,120.577"
伯公溪,,,苗栗縣,120.756,24.3665,,"24.3665,120.756"
伽溪,,,臺東縣,121.165,22.8263,,"22.8263,121.165"
伽溪,,,,,,,","
伽藍港(富岡漁港),,,臺東縣,121.193,22.7912,,"22.7912,121.193"
但僈溪,,,臺東縣,121.391,23.2339,,"23.2339,121.391"
冷水坑,,,臺南市,120.385,23.1853,,"23.1853,120.385"
冷水坑,,,苗栗縣,120.882,24.7133,,"24.7133,120.882"
冷水坑圳,,,屏東縣,120.503,22.7278,,"22.7278,120.503"
冷水坑溪,,,臺北市,121.567,25.1638,,"25.1638,121.567"
冷水坑溪,,,新竹,,,,","
冷水埤,,,臺南市,120.33,23.0372,,"23.0372,120.33"
利哈岸溪,,,花蓮縣,121.471,23.6772,,"23.6772,121.471"
利嘉溪,,,臺東縣,120.995,22.8127,,"22.8127,120.995"
利嘉溪,Q10898297,呂家溪,臺東縣,,,,","
利嘉溪,,,,,,,","
吧沙加魯溪,,,屏東縣,120.845,22.0882,,"22.0882,120.845"
吧沙加魯溪,Q32463482,,屏東縣,,,,","
吧沙加魯溪,,,,,,,","
吳再溪,,,花蓮縣,121.328,23.2787,,"23.2787,121.328"
吳再溪南溪,,,,,,,","
吳厝北圳,,,南投縣,120.779,23.829,,"23.829,120.779"
呂範溪,,,花蓮縣,121.381,23.446,,"23.446,121.381"
呂範溪,Q35425848,,花蓮縣,,,,","
呂範溪,,,,,,,","
坊寮坑,,,南投縣,120.739,23.8039,,"23.8039,120.739"
坑口埤,,,南投縣,120.77,23.8453,,"23.8453,120.77"
坑口溪,,,嘉義縣,120.567,23.5504,,"23.5504,120.567"
坑子口圳,,,桃園市,121.264,25.0922,,"25.0922,121.264"
坑子溪,,,桃園市,121.275,25.0799,,"25.0799,121.275"
坑子溪,,,,,,,","
坑內坑,,,彰化縣,120.614,23.8281,,"23.8281,120.614"
坑內溝,,,臺南市,120.498,23.1065,,"23.1065,120.498"
坑內溝,,,,,,,","
坑內溪,,,新北市,120.457,23.333,,"23.333,120.457"
坑內溪,,,臺南市,120.457,23.333,,"23.333,120.457"
坑内溪,,,,,,,","
坑仔背坑,,,嘉義縣,120.46,23.414,,"23.414,120.46"
坑仔背坑,,,,,,,","
